Inflect ostrożny | ADJ;NOM(SG,FEM)	ostrożna
Inflect ostrożny | ADJ;ACC(SG,NEUT)	ostrożne
Inflect ostrożny | ADJ;NOM(SG,NEUT)	ostrożne
Inflect ostrożny | ADJ;NOM(PL)	ostrożne
Inflect ostrożny | ADJ;ACC(SG,MASC,ANIM)	ostrożnego
Inflect ostrożny | ADJ;GEN(SG,MASC)	ostrożnego
Inflect ostrożny | ADJ;GEN(SG,NEUT)	ostrożnego
Inflect ostrożny | ADJ;DAT(SG,FEM)	ostrożnej
Inflect ostrożny | ADJ;ESS(SG,FEM)	ostrożnej
Inflect ostrożny | ADJ;GEN(SG,FEM)	ostrożnej
Inflect ostrożny | ADJ;DAT(SG,MASC)	ostrożnemu
Inflect ostrożny | ADJ;DAT(SG,NEUT)	ostrożnemu
Inflect ostrożny | ADJ;ACC(SG,MASC,INAN)	ostrożny
Inflect ostrożny | ADJ;NOM(SG,MASC)	ostrożny
Inflect ostrożny | ADJ;GEN(PL)	ostrożnych
Inflect ostrożny | ADJ;ACC(PL,MASC,HUM)	ostrożnych
Inflect ostrożny | ADJ;ESS(SG,MASC)	ostrożnym
Inflect ostrożny | ADJ;INS(SG,NEUT)	ostrożnym
Inflect ostrożny | ADJ;INS(PL)	ostrożnymi
Inflect potoczny | ADJ;ACC(SG,FEM)	potoczną
Inflect potoczny | ADJ;INS(SG,FEM)	potoczną
Inflect potoczny | ADJ;ACC(PL)	potoczne
Inflect potoczny | ADJ;ACC(SG,NEUT)	potoczne
Inflect potoczny | ADJ;NOM(PL)	potoczne
Inflect potoczny | ADJ;ACC(SG,MASC,ANIM)	potocznego
Inflect potoczny | ADJ;GEN(SG,MASC)	potocznego
Inflect potoczny | ADJ;ACC(SG,MASC,HUM)	potocznego
Inflect potoczny | ADJ;GEN(SG,NEUT)	potocznego
Inflect potoczny | ADJ;DAT(SG,FEM)	potocznej
Inflect potoczny | ADJ;ESS(SG,FEM)	potocznej
Inflect potoczny | ADJ;DAT(SG,MASC)	potocznemu
Inflect potoczny | ADJ;DAT(SG,NEUT)	potocznemu
Inflect potoczny | ADJ;NOM(PL,MASC,HUM)	potoczni
Inflect potoczny | ADJ;ACC(SG,MASC,INAN)	potoczny
Inflect potoczny | ADJ;NOM(SG,MASC)	potoczny
Inflect potoczny | ADJ;ESS(PL)	potocznych
Inflect potoczny | ADJ;GEN(PL)	potocznych
Inflect potoczny | ADJ;DAT(PL)	potocznym
Inflect potoczny | ADJ;ESS(SG,MASC)	potocznym
Inflect potoczny | ADJ;INS(SG,MASC)	potocznym
Inflect potoczny | ADJ;ESS(SG,NEUT)	potocznym
Inflect potoczny | ADJ;INS(SG,NEUT)	potocznym
Inflect potoczny | ADJ;INS(PL)	potocznymi
Inflect protokół | N;INS(PL)	protokołami
Inflect protokół | N;ACC(SG)	protokół
Inflect protokół | N;NOM(SG)	protokół
Inflect protokół | N;DAT(PL)	protokołom
Inflect protokół | N;DAT(SG)	protokołowi
Inflect protokół | N;GEN(SG)	protokołu
Inflect protokół | N;ACC(PL)	protokoły
Inflect protokół | N;NOM(PL)	protokoły
Inflect protokół | N;VOC(PL)	protokoły
Inflect teoretyczny | ADJ;ACC(SG,FEM)	teoretyczną
Inflect teoretyczny | ADJ;INS(SG,FEM)	teoretyczną
Inflect teoretyczny | ADJ;NOM(SG,FEM)	teoretyczna
Inflect teoretyczny | ADJ;ACC(SG,NEUT)	teoretyczne
Inflect teoretyczny | ADJ;NOM(PL)	teoretyczne
Inflect teoretyczny | ADJ;ACC(SG,MASC,ANIM)	teoretycznego
Inflect teoretyczny | ADJ;GEN(SG,MASC)	teoretycznego
Inflect teoretyczny | ADJ;ACC(SG,MASC,HUM)	teoretycznego
Inflect teoretyczny | ADJ;GEN(SG,NEUT)	teoretycznego
Inflect teoretyczny | ADJ;DAT(SG,FEM)	teoretycznej
Inflect teoretyczny | ADJ;DAT(SG,NEUT)	teoretycznemu
Inflect teoretyczny | ADJ;NOM(PL,MASC,HUM)	teoretyczni
Inflect teoretyczny | ADJ;NOM(SG,MASC)	teoretyczny
Inflect teoretyczny | ADJ;GEN(PL)	teoretycznych
Inflect teoretyczny | ADJ;ACC(PL,MASC,HUM)	teoretycznych
Inflect teoretyczny | ADJ;DAT(PL)	teoretycznym
Inflect teoretyczny | ADJ;ESS(SG,MASC)	teoretycznym
Inflect teoretyczny | ADJ;INS(SG,MASC)	teoretycznym
Inflect teoretyczny | ADJ;ESS(SG,NEUT)	teoretycznym
Inflect teoretyczny | ADJ;INS(SG,NEUT)	teoretycznym
Inflect szachista | N;DAT(SG)	szachiście
Inflect szachista | N;ESS(SG)	szachiście
Inflect szachista | N;NOM(PL)	szachiści
Inflect szachista | N;VOC(PL)	szachiści
Inflect szachista | N;ESS(PL)	szachistach
Inflect szachista | N;INS(PL)	szachistami
Inflect szachista | N;ACC(SG)	szachistę
Inflect szachista | N;ACC(PL)	szachistów
Inflect szachista | N;GEN(PL)	szachistów
Inflect szachista | N;GEN(SG)	szachisty
Inflect shogun | N;GEN(SG)	shoguna
Inflect shogun | N;INS(SG)	shogunem
Inflect shogun | N;ESS(SG)	shogunie
Inflect shogun | N;DAT(PL)	shogunom
Inflect shogun | N;GEN(PL)	shogunów
Inflect motocykl | N;ESS(PL)	motocyklach
Inflect motocykl | N;INS(PL)	motocyklami
Inflect motocykl | N;GEN(SG)	motocykla
Inflect motocykl | N;ACC(PL)	motocykle
Inflect motocykl | N;NOM(PL)	motocykle
Inflect motocykl | N;VOC(PL)	motocykle
Inflect motocykl | N;ACC(SG)	motocykl
Inflect motocykl | N;NOM(SG)	motocykl
Inflect motocykl | N;DAT(PL)	motocyklom
Inflect motocykl | N;DAT(SG)	motocyklowi
Inflect motocykl | N;ESS(SG)	motocyklu
Inflect motocykl | N;VOC(SG)	motocyklu
Inflect bratanek | N;NOM(SG)	bratanek
Inflect bratanek | N;ESS(PL)	bratankach
Inflect bratanek | N;INS(PL)	bratankami
Inflect bratanek | N;ACC(SG)	bratanka
Inflect bratanek | N;GEN(SG)	bratanka
Inflect bratanek | N;INS(SG)	bratankiem
Inflect bratanek | N;DAT(PL)	bratankom
Inflect bratanek | N;DAT(SG)	bratankowi
Inflect bratanek | N;GEN(PL)	bratanków
Inflect bratanek | N;ESS(SG)	bratanku
Inflect bratanek | N;VOC(SG)	bratanku
Inflect atlas | N;INS(PL)	atlasami
Inflect atlas | N;INS(SG)	atlasem
Inflect atlas | N;NOM(SG)	atlas
Inflect atlas | N;DAT(PL)	atlasom
Inflect atlas | N;GEN(PL)	atlasów
Inflect atlas | N;ACC(PL)	atlasy
Inflect atlas | N;VOC(PL)	atlasy
Inflect nadużycie | N;INS(PL)	nadużyciami
Inflect nadużycie | N;ACC(PL)	nadużycia
Inflect nadużycie | N;NOM(PL)	nadużycia
Inflect nadużycie | N;VOC(PL)	nadużycia
Inflect nadużycie | N;INS(SG)	nadużyciem
Inflect nadużycie | N;ACC(SG)	nadużycie
Inflect nadużycie | N;NOM(SG)	nadużycie
Inflect nadużycie | N;VOC(SG)	nadużycie
Inflect nadużycie | N;DAT(PL)	nadużyciom
Inflect nadużycie | N;DAT(SG)	nadużyciu
Inflect nadużycie | N;ESS(SG)	nadużyciu
Inflect nadużycie | N;GEN(PL)	nadużyć
Inflect żubroń | N;ESS(PL)	żubroniach
Inflect żubroń | N;INS(PL)	żubroniami
Inflect żubroń | N;ACC(SG)	żubronia
Inflect żubroń | N;GEN(SG)	żubronia
Inflect żubroń | N;INS(SG)	żubroniem
Inflect żubroń | N;VOC(PL)	żubronie
Inflect żubroń | N;GEN(PL)	żubroni
Inflect żubroń | N;DAT(SG)	żubroniowi
Inflect żubroń | N;ESS(SG)	żubroniu
Inflect żubroń | N;NOM(SG)	żubroń
Inflect bałtosłowiański | ADJ;NOM(PL,MASC,HUM)	bałtosłowiańscy
Inflect bałtosłowiański | ADJ;INS(SG,FEM)	bałtosłowiańską
Inflect bałtosłowiański | ADJ;NOM(SG,FEM)	bałtosłowiańska
Inflect bałtosłowiański | ADJ;ACC(SG,MASC,INAN)	bałtosłowiański
Inflect bałtosłowiański | ADJ;NOM(SG,MASC)	bałtosłowiański
Inflect bałtosłowiański | ADJ;ESS(PL)	bałtosłowiańskich
Inflect bałtosłowiański | ADJ;GEN(PL)	bałtosłowiańskich
Inflect bałtosłowiański | ADJ;ACC(PL,MASC,HUM)	bałtosłowiańskich
Inflect bałtosłowiański | ADJ;ACC(PL)	bałtosłowiańskie
Inflect bałtosłowiański | ADJ;ACC(SG,NEUT)	bałtosłowiańskie
Inflect bałtosłowiański | ADJ;NOM(SG,NEUT)	bałtosłowiańskie
Inflect bałtosłowiański | ADJ;GEN(SG,MASC)	bałtosłowiańskiego
Inflect bałtosłowiański | ADJ;DAT(SG,FEM)	bałtosłowiańskiej
Inflect bałtosłowiański | ADJ;GEN(SG,FEM)	bałtosłowiańskiej
Inflect bałtosłowiański | ADJ;DAT(SG,NEUT)	bałtosłowiańskiemu
Inflect bałtosłowiański | ADJ;DAT(PL)	bałtosłowiańskim
Inflect bałtosłowiański | ADJ;ESS(SG,MASC)	bałtosłowiańskim
Inflect bałtosłowiański | ADJ;INS(SG,MASC)	bałtosłowiańskim
Inflect bałtosłowiański | ADJ;INS(SG,NEUT)	bałtosłowiańskim
Inflect zszywacz | N;ESS(PL)	zszywaczach
Inflect zszywacz | N;INS(PL)	zszywaczami
Inflect zszywacz | N;GEN(SG)	zszywacza
Inflect zszywacz | N;INS(SG)	zszywaczem
Inflect zszywacz | N;ACC(PL)	zszywacze
Inflect zszywacz | N;NOM(PL)	zszywacze
Inflect zszywacz | N;VOC(PL)	zszywacze
Inflect zszywacz | N;ACC(SG)	zszywacz
Inflect zszywacz | N;NOM(SG)	zszywacz
Inflect zszywacz | N;DAT(PL)	zszywaczom
Inflect zszywacz | N;ESS(SG)	zszywaczu
Inflect zszywacz | N;VOC(SG)	zszywaczu
Inflect zszywacz | N;GEN(PL)	zszywaczy
Inflect bezpieczeństwo | N;GEN(PL)	bezpieczeństew
Inflect bezpieczeństwo | N;INS(PL)	bezpieczeństwami
Inflect bezpieczeństwo | N;ACC(PL)	bezpieczeństwa
Inflect bezpieczeństwo | N;ESS(SG)	bezpieczeństwie
Inflect bezpieczeństwo | N;DAT(PL)	bezpieczeństwom
Inflect bezpieczeństwo | N;ACC(SG)	bezpieczeństwo
Inflect bezpieczeństwo | N;NOM(SG)	bezpieczeństwo
Inflect bezpieczeństwo | N;VOC(SG)	bezpieczeństwo
Inflect łuna | N;GEN(PL)	łun
Inflect cyberprzestrzeń | N;ESS(PL)	cyberprzestrzeniach
Inflect cyberprzestrzeń | N;INS(SG)	cyberprzestrzenią
Inflect cyberprzestrzeń | N;ACC(PL)	cyberprzestrzenie
Inflect cyberprzestrzeń | N;NOM(PL)	cyberprzestrzenie
Inflect cyberprzestrzeń | N;VOC(PL)	cyberprzestrzenie
Inflect cyberprzestrzeń | N;DAT(SG)	cyberprzestrzeni
Inflect cyberprzestrzeń | N;ESS(SG)	cyberprzestrzeni
Inflect cyberprzestrzeń | N;GEN(PL)	cyberprzestrzeni
Inflect cyberprzestrzeń | N;GEN(SG)	cyberprzestrzeni
Inflect cyberprzestrzeń | N;DAT(PL)	cyberprzestrzeniom
Inflect cyberprzestrzeń | N;NOM(SG)	cyberprzestrzeń
Inflect reklama | N;INS(PL)	reklamami
Inflect reklama | N;INS(SG)	reklamą
Inflect reklama | N;NOM(SG)	reklama
Inflect reklama | N;ESS(SG)	reklamie
Inflect reklama | N;GEN(PL)	reklam
Inflect reklama | N;VOC(SG)	reklamo
Inflect reklama | N;ACC(PL)	reklamy
Inflect reklama | N;NOM(PL)	reklamy
Inflect reklama | N;VOC(PL)	reklamy
Inflect spis treści | N;INS(PL)	spisami treści
Inflect spis treści | N;INS(SG)	spisem treści
Inflect spis treści | N;ESS(SG)	spisie treści
Inflect spis treści | N;VOC(SG)	spisie treści
Inflect spis treści | N;DAT(PL)	spisom treści
Inflect spis treści | N;ACC(SG)	spis treści
Inflect spis treści | N;NOM(SG)	spis treści
Inflect spis treści | N;GEN(SG)	spisu treści
Inflect spis treści | N;NOM(PL)	spisy treści
Inflect spis treści | N;VOC(PL)	spisy treści
Inflect półka | N;NOM(PL)	półki
Inflect wybitniejszy | ADJ;NOM(PL,MASC,HUM)	wybitniejsi
Inflect wybitniejszy | ADJ;ACC(SG,FEM)	wybitniejszą
Inflect wybitniejszy | ADJ;INS(SG,FEM)	wybitniejszą
Inflect wybitniejszy | ADJ;NOM(SG,FEM)	wybitniejsza
Inflect wybitniejszy | ADJ;ACC(SG,NEUT)	wybitniejsze
Inflect wybitniejszy | ADJ;NOM(SG,NEUT)	wybitniejsze
Inflect wybitniejszy | ADJ;NOM(PL)	wybitniejsze
Inflect wybitniejszy | ADJ;ACC(SG,MASC,ANIM)	wybitniejszego
Inflect wybitniejszy | ADJ;GEN(SG,MASC)	wybitniejszego
Inflect wybitniejszy | ADJ;GEN(SG,NEUT)	wybitniejszego
Inflect wybitniejszy | ADJ;ESS(SG,FEM)	wybitniejszej
Inflect wybitniejszy | ADJ;GEN(SG,FEM)	wybitniejszej
Inflect wybitniejszy | ADJ;DAT(SG,MASC)	wybitniejszemu
Inflect wybitniejszy | ADJ;ACC(SG,MASC,INAN)	wybitniejszy
Inflect wybitniejszy | ADJ;NOM(SG,MASC)	wybitniejszy
Inflect wybitniejszy | ADJ;ESS(PL)	wybitniejszych
Inflect wybitniejszy | ADJ;GEN(PL)	wybitniejszych
Inflect wybitniejszy | ADJ;ACC(PL,MASC,HUM)	wybitniejszych
Inflect wybitniejszy | ADJ;DAT(PL)	wybitniejszym
Inflect wybitniejszy | ADJ;INS(SG,MASC)	wybitniejszym
Inflect wybitniejszy | ADJ;ESS(SG,NEUT)	wybitniejszym
Inflect wybitniejszy | ADJ;INS(SG,NEUT)	wybitniejszym
Inflect wybitniejszy | ADJ;INS(PL)	wybitniejszymi
Inflect smarkać | V;FUT;3;PL;MASC;HUM	będą smarkali
Inflect smarkać | V;FUT;3;PL	będą smarkały
Inflect smarkać | V;FUT;1;SG;FEM	będę smarkała
Inflect smarkać | V;FUT;1;PL;MASC;HUM	będziemy smarkali
Inflect smarkać | V;FUT;1;PL	będziemy smarkały
Inflect smarkać | V;FUT;3;SG;FEM	będzie smarkała
Inflect smarkać | V;FUT;3;SG;NEUT	będzie smarkało
Inflect smarkać | V;FUT;2;SG;FEM	będziesz smarkała
Inflect smarkać | V;FUT;2;SG;MASC	będziesz smarkał
Inflect smarkać | V;IMP;3;PL	niech smarkają
Inflect smarkać | V;IMP;3;SG	niech smarka
Inflect smarkać | V;PRS;2;PL	smarkacie
Inflect smarkać | V;NFIN	smarkać
Inflect smarkać | V.PTCP;PST;ACT;SG;FEM	smarkająca
Inflect smarkać | V.PTCP;PST;ACT;SG;NEUT	smarkające
Inflect smarkać | V.PTCP;PST;ACT;PL;MASC;HUM	smarkający
Inflect smarkać | V.PTCP;PST;ACT;SG;MASC	smarkający
Inflect smarkać | V;PRS;3;PL	smarkają
Inflect smarkać | V;IMP;2;PL	smarkajcie
Inflect smarkać | V;IMP;1;PL	smarkajmy
Inflect smarkać | V;IMP;2;SG	smarkaj
Inflect smarkać | V;COND;1;SG;FEM	smarkałabym
Inflect smarkać | V;COND;3;SG;FEM	smarkałaby
Inflect smarkać | V;PST;1;SG;FEM	smarkałam
Inflect smarkać | V;PST;2;SG;FEM	smarkałaś
Inflect smarkać | V;PST;3;SG;FEM	smarkała
Inflect smarkać | V;COND;1;SG;MASC	smarkałbym
Inflect smarkać | V;COND;3;SG;MASC	smarkałby
Inflect smarkać | V;PST;1;SG;MASC	smarkałem
Inflect smarkać | V;PST;2;SG;MASC	smarkałeś
Inflect smarkać | V;COND;2;PL;MASC;HUM	smarkalibyście
Inflect smarkać | V;COND;1;PL;MASC;HUM	smarkalibyśmy
Inflect smarkać | V;PST;2;PL;MASC;HUM	smarkaliście
Inflect smarkać | V;PST;1;PL;MASC;HUM	smarkaliśmy
Inflect smarkać | V;PST;3;PL;MASC;HUM	smarkali
Inflect smarkać | V;COND;3;SG;NEUT	smarkałoby
Inflect smarkać | V;PST;3;SG;NEUT	smarkało
Inflect smarkać | V;PST;3;SG;MASC	smarkał
Inflect smarkać | V;COND;1;PL	smarkałybyśmy
Inflect smarkać | V;COND;3;PL	smarkałyby
Inflect smarkać | V;PST;2;PL	smarkałyście
Inflect smarkać | V;PST;1;PL	smarkałyśmy
Inflect smarkać | V.MSDR	smarkanie
Inflect smarkać | V.PTCP;PST;PASS	smarkano
Inflect smarkać | V;PRS;3;SG	smarka
Inflect nadzorować | V;FUT;3;PL	będą nadzorowały
Inflect nadzorować | V;FUT;1;SG;MASC	będę nadzorował
Inflect nadzorować | V;FUT;2;PL	będziecie nadzorowały
Inflect nadzorować | V;FUT;1;PL;MASC;HUM	będziemy nadzorowali
Inflect nadzorować | V;FUT;1;PL	będziemy nadzorowały
Inflect nadzorować | V;FUT;3;SG;FEM	będzie nadzorowała
Inflect nadzorować | V;FUT;3;SG;MASC	będzie nadzorował
Inflect nadzorować | V;FUT;2;SG;FEM	będziesz nadzorowała
Inflect nadzorować | V;COND;2;SG;FEM	nadzorowałabyś
Inflect nadzorować | V;PST;3;SG;FEM	nadzorowała
Inflect nadzorować | V;COND;1;SG;MASC	nadzorowałbym
Inflect nadzorować | V;COND;2;SG;MASC	nadzorowałbyś
Inflect nadzorować | V;COND;3;SG;MASC	nadzorowałby
Inflect nadzorować | V;PST;1;SG;MASC	nadzorowałem
Inflect nadzorować | V;PST;2;SG;MASC	nadzorowałeś
Inflect nadzorować | V;COND;2;PL;MASC;HUM	nadzorowalibyście
Inflect nadzorować | V;COND;1;PL;MASC;HUM	nadzorowalibyśmy
Inflect nadzorować | V;COND;3;PL;MASC;HUM	nadzorowaliby
Inflect nadzorować | V;PST;2;PL;MASC;HUM	nadzorowaliście
Inflect nadzorować | V;PST;1;PL;MASC;HUM	nadzorowaliśmy
Inflect nadzorować | V;PST;3;PL;MASC;HUM	nadzorowali
Inflect nadzorować | V;COND;3;SG;NEUT	nadzorowałoby
Inflect nadzorować | V;PST;3;SG;NEUT	nadzorowało
Inflect nadzorować | V;PST;3;SG;MASC	nadzorował
Inflect nadzorować | V;COND;2;PL	nadzorowałybyście
Inflect nadzorować | V;COND;3;PL	nadzorowałyby
Inflect nadzorować | V;PST;2;PL	nadzorowałyście
Inflect nadzorować | V;PST;3;PL	nadzorowały
Inflect nadzorować | V.PTCP;PST;PASS;SG;FEM	nadzorowana
Inflect nadzorować | V.PTCP;PST;PASS;PL	nadzorowane
Inflect nadzorować | V.PTCP;PST;PASS;SG;NEUT	nadzorowane
Inflect nadzorować | V.MSDR	nadzorowanie
Inflect nadzorować | V.PTCP;PST;PASS;PL;MASC;HUM	nadzorowani
Inflect nadzorować | V.PTCP;PST;PASS	nadzorowano
Inflect nadzorować | V.PTCP;PST;PASS;SG;MASC	nadzorowany
Inflect nadzorować | V.PTCP;PST;ACT;SG;FEM	nadzorująca
Inflect nadzorować | V.PTCP;PST;ACT;PL	nadzorujące
Inflect nadzorować | V.PTCP;PST;ACT;SG;NEUT	nadzorujące
Inflect nadzorować | V.CVB	nadzorując
Inflect nadzorować | V;IMP;2;PL	nadzorujcie
Inflect nadzorować | V;PRS;2;SG	nadzorujesz
Inflect nadzorować | V;PRS;3;SG	nadzoruje
Inflect nadzorować | V;IMP;1;PL	nadzorujmy
Inflect nadzorować | V;IMP;3;PL	niech nadzorują
Inflect nadzorować | V;IMP;3;SG	niech nadzoruje
Inflect popcorn | N;INS(SG)	popcornem
Inflect popcorn | N;ESS(SG)	popcornie
Inflect popcorn | N;VOC(SG)	popcornie
Inflect popcorn | N;ACC(SG)	popcorn
Inflect popcorn | N;NOM(SG)	popcorn
Inflect popcorn | N;GEN(SG)	popcornu
Inflect banknot | N;ESS(SG)	banknocie
Inflect banknot | N;ESS(PL)	banknotach
Inflect banknot | N;INS(PL)	banknotami
Inflect banknot | N;INS(SG)	banknotem
Inflect banknot | N;NOM(SG)	banknot
Inflect banknot | N;DAT(PL)	banknotom
Inflect banknot | N;GEN(SG)	banknotu
Inflect banknot | N;ACC(PL)	banknoty
Inflect banknot | N;NOM(PL)	banknoty
Inflect banknot | N;VOC(PL)	banknoty
Inflect krzywa | N;ACC(SG)	krzywą
Inflect krzywa | N;INS(SG)	krzywą
Inflect krzywa | N;NOM(SG)	krzywa
Inflect krzywa | N;VOC(SG)	krzywa
Inflect krzywa | N;DAT(SG)	krzywej
Inflect krzywa | N;GEN(SG)	krzywej
Inflect krzywa | N;ACC(PL)	krzywe
Inflect krzywa | N;NOM(PL)	krzywe
Inflect krzywa | N;VOC(PL)	krzywe
Inflect krzywa | N;DAT(PL)	krzywym
Inflect szwajcar | N;ACC(SG)	szwajcara
Inflect pojeb | N;ESS(PL)	pojebach
Inflect pojeb | N;INS(PL)	pojebami
Inflect pojeb | N;INS(SG)	pojebem
Inflect pojeb | N;ESS(SG)	pojebie
Inflect pojeb | N;VOC(SG)	pojebie
Inflect pojeb | N;NOM(SG)	pojeb
Inflect pojeb | N;DAT(PL)	pojebom
Inflect pojeb | N;DAT(SG)	pojebowi
Inflect pojeb | N;ACC(PL)	pojebów
Inflect pojeb | N;NOM(PL)	pojeby
Inflect pojeb | N;VOC(PL)	pojeby
Inflect fruwać | V;FUT;3;PL;MASC;HUM	będą fruwali
Inflect fruwać | V;FUT;1;SG;FEM	będę fruwała
Inflect fruwać | V;FUT;2;PL;MASC;HUM	będziecie fruwali
Inflect fruwać | V;FUT;3;SG;FEM	będzie fruwała
Inflect fruwać | V;FUT;1;PL;MASC;HUM	będziemy fruwali
Inflect fruwać | V;FUT;1;PL	będziemy fruwały
Inflect fruwać | V;FUT;2;SG;FEM	będziesz fruwała
Inflect fruwać | V;FUT;2;SG;MASC	będziesz fruwał
Inflect fruwać | V;PRS;2;PL	fruwacie
Inflect fruwać | V;NFIN	fruwać
Inflect fruwać | V.CVB	fruwając
Inflect fruwać | V.PTCP;PST;ACT;SG;MASC	fruwający
Inflect fruwać | V;IMP;2;PL	fruwajcie
Inflect fruwać | V;IMP;1;PL	fruwajmy
Inflect fruwać | V;COND;1;SG;FEM	fruwałabym
Inflect fruwać | V;COND;2;SG;FEM	fruwałabyś
Inflect fruwać | V;COND;3;SG;FEM	fruwałaby
Inflect fruwać | V;PST;1;SG;FEM	fruwałam
Inflect fruwać | V;PST;3;SG;FEM	fruwała
Inflect fruwać | V;COND;1;SG;MASC	fruwałbym
Inflect fruwać | V;COND;2;SG;MASC	fruwałbyś
Inflect fruwać | V;PST;1;SG;MASC	fruwałem
Inflect fruwać | V;PST;2;SG;MASC	fruwałeś
Inflect fruwać | V;COND;2;PL;MASC;HUM	fruwalibyście
Inflect fruwać | V;COND;1;PL;MASC;HUM	fruwalibyśmy
Inflect fruwać | V;COND;3;PL;MASC;HUM	fruwaliby
Inflect fruwać | V;PST;1;PL;MASC;HUM	fruwaliśmy
Inflect fruwać | V;PST;3;PL;MASC;HUM	fruwali
Inflect fruwać | V;COND;3;SG;NEUT	fruwałoby
Inflect fruwać | V;PST;3;SG;NEUT	fruwało
Inflect fruwać | V;PST;3;SG;MASC	fruwał
Inflect fruwać | V;COND;2;PL	fruwałybyście
Inflect fruwać | V;COND;1;PL	fruwałybyśmy
